order_item_id,order_id,product_id,quantity,unit_price,total_price
2108,858,7,3,24792,74376
2109,858,7,2,24792,49584
2110,859,13,2,37479,74958
2111,859,10,3,15153,45459
2112,860,3,3,7218,21654
2113,860,5,1,650,650
2114,860,7,1,24792,24792
2115,861,4,2,4502,9004
2116,862,10,2,15153,30306
2117,863,11,2,1486,2972
2118,863,13,2,37479,74958
2119,864,7,3,24792,74376
2120,864,8,1,34634,34634
2121,864,11,1,1486,1486
2122,864,10,3,15153,45459
2123,865,13,1,37479,37479
2124,865,14,2,35498,70996
2125,866,3,3,7218,21654
2126,866,14,3,35498,106494
2127,866,2,3,38685,116055
2128,866,11,3,1486,4458
2129,867,4,1,4502,4502
2130,867,16,3,3369,10107
2131,867,2,2,38685,77370
2132,867,7,1,24792,24792
2133,868,3,1,7218,7218
2134,868,15,3,18482,55446
2135,869,7,3,24792,74376
2136,869,12,3,4285,12855
2137,869,12,3,4285,12855
2138,870,6,1,32165,32165
2139,871,5,1,650,650
2140,871,2,1,38685,38685
2141,872,13,3,37479,112437
2142,872,4,1,4502,4502
2143,872,9,3,25644,76932
2144,872,16,2,3369,6738
2145,873,11,1,1486,1486
2146,874,1,3,15634,46902
2147,874,12,2,4285,8570
2148,874,11,1,1486,1486
2149,875,6,2,32165,64330
2150,875,1,1,15634,15634
2151,875,13,3,37479,112437
2152,876,13,3,37479,112437
2153,876,7,3,24792,74376
2154,876,10,1,15153,15153
2155,877,13,2,37479,74958
2156,877,12,1,4285,4285
2157,878,11,1,1486,1486
2158,879,12,3,4285,12855
2159,879,14,1,35498,35498
2160,880,11,3,1486,4458
2161,880,9,2,25644,51288
2162,880,5,3,650,1950
2163,881,7,1,24792,24792
2164,881,3,1,7218,7218
2165,881,9,3,25644,76932
2166,881,6,3,32165,96495
2167,882,13,1,37479,37479
2168,882,7,2,24792,49584
2169,882,12,1,4285,4285
2170,882,9,2,25644,51288
2171,883,15,3,18482,55446
2172,883,9,1,25644,25644
2173,884,2,1,38685,38685
2174,884,3,2,7218,14436
2175,884,16,3,3369,10107
2176,885,5,1,650,650
2177,886,3,3,7218,21654
2178,887,10,2,15153,30306
2179,887,15,1,18482,18482
2180,887,13,2,37479,74958
2181,887,10,3,15153,45459
2182,888,1,2,15634,31268
2183,888,12,2,4285,8570
2184,889,7,2,24792,49584
2185,890,16,1,3369,3369
2186,890,9,1,25644,25644
2187,891,2,1,38685,38685
2188,891,14,3,35498,106494
2189,891,7,2,24792,49584
2190,891,8,2,34634,69268
2191,892,8,1,34634,34634
2192,892,5,1,650,650
2193,893,6,1,32165,32165
2194,893,12,3,4285,12855
2195,894,16,1,3369,3369
2196,894,13,3,37479,112437
2197,895,13,1,37479,37479
2198,895,13,1,37479,37479
2199,895,2,3,38685,116055
2200,896,11,2,1486,2972
2201,896,1,2,15634,31268
2202,896,2,1,38685,38685
2203,896,7,3,24792,74376
2204,897,2,2,38685,77370
2205,897,10,3,15153,45459
2206,897,12,3,4285,12855
2207,898,2,1,38685,38685
2208,898,16,1,3369,3369
2209,898,15,1,18482,18482
2210,898,12,1,4285,4285
2211,899,2,1,38685,38685
2212,899,13,3,37479,112437
2213,900,16,2,3369,6738
2214,901,12,3,4285,12855
2215,901,7,2,24792,49584
2216,901,13,3,37479,112437
2217,902,3,3,7218,21654
2218,903,8,3,34634,103902
2219,904,12,1,4285,4285
2220,904,3,2,7218,14436
2221,904,12,1,4285,4285
2222,904,1,2,15634,31268
2223,905,1,3,15634,46902
2224,905,15,1,18482,18482
2225,905,1,2,15634,31268
2226,906,16,1,3369,3369
2227,906,2,1,38685,38685
2228,907,11,3,1486,4458
2229,907,16,3,3369,10107
2230,907,3,2,7218,14436
2231,907,2,2,38685,77370
2232,908,4,2,4502,9004
2233,908,11,3,1486,4458
2234,908,4,3,4502,13506
2235,909,16,2,3369,6738
2236,909,3,2,7218,14436
2237,909,8,3,34634,103902
2238,910,11,3,1486,4458
2239,911,13,3,37479,112437
2240,911,5,3,650,1950
2241,912,15,3,18482,55446
2242,912,12,1,4285,4285
2243,912,1,1,15634,15634
2244,913,7,1,24792,24792
2245,913,9,1,25644,25644
2246,913,10,1,15153,15153
2247,914,1,2,15634,31268
2248,915,5,3,650,1950
2249,915,6,1,32165,32165
2250,915,6,3,32165,96495
2251,915,8,1,34634,34634
2252,916,15,1,18482,18482
2253,916,14,2,35498,70996
2254,916,9,3,25644,76932
2255,917,16,2,3369,6738
2256,917,7,3,24792,74376
2257,917,15,2,18482,36964
2258,918,10,2,15153,30306
2259,918,4,2,4502,9004
2260,918,7,1,24792,24792
2261,918,13,2,37479,74958
2262,919,14,3,35498,106494
2263,919,12,1,4285,4285
2264,919,15,2,18482,36964
2265,919,4,1,4502,4502
2266,920,7,1,24792,24792
2267,921,8,1,34634,34634
2268,921,6,2,32165,64330
2269,921,4,2,4502,9004
2270,922,5,2,650,1300
2271,922,8,2,34634,69268
2272,922,9,3,25644,76932
2273,923,16,3,3369,10107
2274,924,12,2,4285,8570
2275,924,12,2,4285,8570
2276,924,1,1,15634,15634
2277,925,16,1,3369,3369
2278,926,14,1,35498,35498
2279,926,12,1,4285,4285
2280,926,6,2,32165,64330
2281,926,10,2,15153,30306
2282,927,9,2,25644,51288
2283,927,11,1,1486,1486
2284,927,13,2,37479,74958
2285,928,10,2,15153,30306
2286,929,4,1,4502,4502
2287,929,5,3,650,1950
2288,930,5,1,650,650
2289,930,1,1,15634,15634
2290,930,5,3,650,1950
2291,930,5,3,650,1950
2292,931,1,2,15634,31268
2293,931,12,2,4285,8570
2294,931,16,1,3369,3369
2295,932,3,1,7218,7218
2296,932,4,3,4502,13506
2297,933,3,2,7218,14436
2298,933,11,1,1486,1486
2299,934,12,1,4285,4285
2300,935,13,3,37479,112437
2301,936,16,1,3369,3369
2302,936,6,2,32165,64330
2303,936,2,2,38685,77370
2304,937,10,1,15153,15153
2305,937,13,3,37479,112437
2306,937,7,3,24792,74376
2307,937,16,2,3369,6738
2308,938,2,1,38685,38685
2309,939,9,3,25644,76932
2310,939,5,2,650,1300
2311,939,1,2,15634,31268
2312,940,8,2,34634,69268
2313,940,9,2,25644,51288
2314,940,2,3,38685,116055
2315,940,1,2,15634,31268
2316,941,11,2,1486,2972
2317,942,15,2,18482,36964
2318,942,9,2,25644,51288
2319,942,11,2,1486,2972
2320,942,15,3,18482,55446
2321,943,13,1,37479,37479
2322,944,1,3,15634,46902
2323,945,3,2,7218,14436
2324,945,16,2,3369,6738
2325,946,16,1,3369,3369
2326,946,15,2,18482,36964
2327,946,4,2,4502,9004
2328,946,8,2,34634,69268
2329,947,4,1,4502,4502
2330,947,16,1,3369,3369
2331,947,4,3,4502,13506
2332,948,10,1,15153,15153
2333,949,12,1,4285,4285
2334,949,14,3,35498,106494
2335,950,15,1,18482,18482
2336,950,6,2,32165,64330
2337,950,11,2,1486,2972
2338,951,7,3,24792,74376
2339,951,5,2,650,1300
2340,951,11,2,1486,2972
2341,952,1,2,15634,31268
2342,952,2,2,38685,77370
2343,953,4,3,4502,13506
2344,954,6,3,32165,96495
2345,955,14,3,35498,106494
2346,956,13,2,37479,74958
2347,957,4,1,4502,4502
2348,957,9,1,25644,25644
2349,958,8,1,34634,34634
2350,959,1,1,15634,15634
2351,959,7,3,24792,74376
2352,959,4,3,4502,13506
2353,960,16,1,3369,3369
2354,961,7,2,24792,49584
2355,961,4,2,4502,9004
2356,961,10,1,15153,15153
2357,962,14,3,35498,106494
2358,962,7,2,24792,49584
2359,963,14,2,35498,70996
2360,963,11,2,1486,2972
2361,964,3,3,7218,21654
2362,965,15,2,18482,36964
2363,965,1,3,15634,46902
2364,965,16,2,3369,6738
2365,965,5,2,650,1300
2366,966,6,2,32165,64330
2367,966,8,3,34634,103902
2368,966,9,2,25644,51288
2369,966,12,1,4285,4285
2370,967,6,3,32165,96495
2371,968,4,2,4502,9004
2372,969,2,2,38685,77370
2373,969,14,3,35498,106494
2374,969,5,3,650,1950
2375,969,10,2,15153,30306
2376,970,7,2,24792,49584
2377,970,3,1,7218,7218
2378,970,4,2,4502,9004
2379,970,14,2,35498,70996
2380,971,15,1,18482,18482
2381,971,2,3,38685,116055
2382,971,5,2,650,1300
2383,971,3,1,7218,7218
2384,972,14,1,35498,35498
2385,973,8,3,34634,103902
2386,974,12,1,4285,4285
2387,974,10,2,15153,30306
2388,975,12,1,4285,4285
2389,975,8,2,34634,69268
2390,975,9,3,25644,76932
2391,975,1,3,15634,46902
2392,976,2,1,38685,38685
2393,976,2,2,38685,77370
2394,976,13,1,37479,37479
2395,976,8,1,34634,34634
2396,977,1,3,15634,46902
2397,977,6,2,32165,64330
2398,977,6,2,32165,64330
2399,977,1,3,15634,46902
2400,978,10,3,15153,45459
2401,979,14,1,35498,35498
2402,979,12,2,4285,8570
2403,979,5,3,650,1950
2404,980,10,2,15153,30306
2405,980,4,3,4502,13506
2406,980,3,1,7218,7218
2407,980,8,1,34634,34634
2408,981,11,2,1486,2972
2409,982,11,2,1486,2972
2410,983,16,1,3369,3369
2411,983,10,2,15153,30306
2412,983,11,3,1486,4458
2413,983,4,3,4502,13506
2414,984,15,2,18482,36964
2415,984,4,1,4502,4502
2416,984,6,2,32165,64330
2417,984,10,2,15153,30306
2418,985,16,3,3369,10107
2419,985,13,3,37479,112437
2420,985,8,1,34634,34634
2421,985,5,2,650,1300
2422,986,8,3,34634,103902
2423,986,12,2,4285,8570
2424,986,10,1,15153,15153
2425,986,14,2,35498,70996
2426,987,10,1,15153,15153
2427,987,13,1,37479,37479
2428,987,4,1,4502,4502
2429,987,3,2,7218,14436
2430,988,9,1,25644,25644
2431,988,12,2,4285,8570
2432,988,14,3,35498,106494
2433,988,12,2,4285,8570
2434,989,13,1,37479,37479
2435,989,3,3,7218,21654
2436,989,15,2,18482,36964
2437,990,11,3,1486,4458
2438,990,1,3,15634,46902
2439,990,5,2,650,1300
2440,990,9,2,25644,51288
2441,991,9,1,25644,25644
2442,991,12,2,4285,8570
2443,991,7,3,24792,74376
2444,991,9,2,25644,51288
2445,992,14,2,35498,70996
2446,992,3,3,7218,21654
2447,992,9,2,25644,51288
2448,993,15,3,18482,55446
2449,994,15,2,18482,36964
2450,994,15,1,18482,18482
2451,995,8,1,34634,34634
2452,995,15,3,18482,55446
2453,995,8,3,34634,103902
2454,996,15,1,18482,18482
2455,996,2,1,38685,38685
2456,996,16,1,3369,3369
2457,996,8,1,34634,34634
2458,997,16,2,3369,6738
2459,997,1,3,15634,46902
2460,998,7,1,24792,24792
2461,998,9,3,25644,76932
2462,998,7,1,24792,24792
2463,999,3,2,7218,14436
2464,999,6,1,32165,32165
2465,1000,5,1,650,650
2466,1000,11,3,1486,4458
2467,1001,2,2,38685,77370
2468,1002,14,1,35498,35498
2469,1002,6,2,32165,64330
2470,1003,4,1,4502,4502
2471,1003,14,2,35498,70996
2472,1003,13,1,37479,37479
2473,1004,1,2,15634,31268
2474,1004,6,3,32165,96495
2475,1004,11,3,1486,4458
2476,1005,14,1,35498,35498
2477,1005,4,2,4502,9004
2478,1005,3,2,7218,14436
2479,1006,7,1,24792,24792
2480,1006,9,2,25644,51288
2481,1006,11,2,1486,2972
2482,1007,5,2,650,1300
2483,1007,9,2,25644,51288
2484,1007,3,3,7218,21654
2485,1008,1,3,15634,46902
2486,1008,6,2,32165,64330
2487,1009,4,1,4502,4502
2488,1009,10,1,15153,15153
2489,1009,14,2,35498,70996
2490,1009,14,1,35498,35498
2491,1010,16,1,3369,3369
2492,1010,4,1,4502,4502
2493,1010,2,3,38685,116055
2494,1011,13,2,37479,74958
2495,1012,4,1,4502,4502
2496,1013,11,3,1486,4458
2497,1013,9,3,25644,76932
2498,1014,16,2,3369,6738
2499,1014,16,3,3369,10107
2500,1014,7,2,24792,49584
2501,1015,8,3,34634,103902
2502,1016,10,1,15153,15153
2503,1016,10,2,15153,30306
2504,1016,6,3,32165,96495
2505,1017,9,3,25644,76932
2506,1017,14,1,35498,35498
2507,1018,7,3,24792,74376
2508,1018,15,1,18482,18482
2509,1018,6,2,32165,64330
2510,1019,2,2,38685,77370
2511,1019,5,1,650,650
2512,1019,16,2,3369,6738
2513,1019,2,1,38685,38685
2514,1020,8,2,34634,69268
2515,1020,11,1,1486,1486
2516,1020,10,1,15153,15153
2517,1020,8,2,34634,69268
2518,1021,13,2,37479,74958
2519,1022,12,1,4285,4285
2520,1023,7,2,24792,49584
2521,1023,16,2,3369,6738
2522,1024,9,3,25644,76932
2523,1024,11,2,1486,2972
2524,1025,14,1,35498,35498
2525,1025,6,1,32165,32165
2526,1025,1,2,15634,31268
2527,1026,12,3,4285,12855
2528,1026,2,3,38685,116055
2529,1026,7,2,24792,49584
2530,1027,3,1,7218,7218
2531,1027,3,3,7218,21654
2532,1027,13,3,37479,112437
2533,1027,2,2,38685,77370
2534,1028,9,1,25644,25644
2535,1029,8,3,34634,103902
2536,1029,2,1,38685,38685
2537,1029,2,3,38685,116055
2538,1030,1,1,15634,15634
2539,1031,2,3,38685,116055
2540,1031,10,2,15153,30306
2541,1032,8,3,34634,103902
2542,1033,11,1,1486,1486
2543,1034,2,3,38685,116055
2544,1034,10,2,15153,30306
2545,1034,11,3,1486,4458
2546,1035,10,2,15153,30306
2547,1035,10,1,15153,15153
2548,1036,1,1,15634,15634
2549,1036,7,3,24792,74376
2550,1037,10,1,15153,15153
2551,1037,14,3,35498,106494
2552,1038,1,3,15634,46902
2553,1038,5,1,650,650
2554,1039,16,3,3369,10107
2555,1039,16,1,3369,3369
2556,1040,7,3,24792,74376
2557,1040,16,2,3369,6738
2558,1041,15,1,18482,18482
2559,1041,5,3,650,1950
2560,1042,1,2,15634,31268
2561,1043,2,2,38685,77370
2562,1043,1,1,15634,15634
2563,1044,10,3,15153,45459
2564,1044,14,2,35498,70996
2565,1044,14,2,35498,70996
2566,1045,16,3,3369,10107
2567,1046,10,2,15153,30306
2568,1046,14,2,35498,70996
2569,1046,3,1,7218,7218
2570,1047,2,3,38685,116055
2571,1047,11,3,1486,4458
2572,1048,13,3,37479,112437
2573,1048,7,1,24792,24792
2574,1048,10,3,15153,45459
2575,1048,8,3,34634,103902
2576,1049,12,2,4285,8570
2577,1049,5,2,650,1300
2578,1050,8,3,34634,103902
2579,1051,11,2,1486,2972
2580,1051,1,2,15634,31268
2581,1051,3,1,7218,7218
2582,1052,7,2,24792,49584
2583,1052,9,1,25644,25644
2584,1053,8,3,34634,103902
2585,1054,13,1,37479,37479
2586,1054,3,1,7218,7218
2587,1054,12,2,4285,8570
2588,1054,14,3,35498,106494
2589,1055,9,3,25644,76932
2590,1056,2,1,38685,38685
2591,1056,12,2,4285,8570
2592,1056,14,2,35498,70996
2593,1057,13,1,37479,37479
2594,1058,16,1,3369,3369
2595,1058,12,2,4285,8570
2596,1058,1,3,15634,46902
2597,1058,11,1,1486,1486
2598,1059,10,2,15153,30306
2599,1059,7,1,24792,24792
2600,1059,4,1,4502,4502
2601,1059,14,3,35498,106494
2602,1060,14,1,35498,35498
2603,1060,4,3,4502,13506
2604,1061,1,1,15634,15634
2605,1061,2,2,38685,77370
2606,1061,2,1,38685,38685
2607,1062,9,3,25644,76932
2608,1063,14,2,35498,70996
2609,1064,15,1,18482,18482
2610,1064,10,3,15153,45459
2611,1065,3,3,7218,21654
2612,1065,4,2,4502,9004
2613,1065,8,2,34634,69268
2614,1066,7,1,24792,24792
2615,1067,13,1,37479,37479
2616,1067,10,1,15153,15153
2617,1067,15,3,18482,55446
2618,1068,10,3,15153,45459
2619,1069,4,3,4502,13506
2620,1070,11,3,1486,4458
2621,1070,3,3,7218,21654
2622,1071,13,3,37479,112437
2623,1071,15,3,18482,55446
2624,1071,1,3,15634,46902
2625,1071,3,2,7218,14436
2626,1072,3,1,7218,7218
2627,1072,7,3,24792,74376
2628,1072,3,3,7218,21654
2629,1073,2,2,38685,77370
2630,1073,7,3,24792,74376
2631,1073,9,3,25644,76932
2632,1074,9,2,25644,51288
2633,1074,9,3,25644,76932
2634,1075,4,3,4502,13506
2635,1076,4,3,4502,13506
2636,1077,8,1,34634,34634
2637,1078,2,2,38685,77370
2638,1078,10,1,15153,15153
2639,1078,2,3,38685,116055
2640,1078,9,1,25644,25644
2641,1079,7,2,24792,49584
2642,1079,2,3,38685,116055
2643,1079,12,1,4285,4285
2644,1080,7,2,24792,49584
2645,1081,3,1,7218,7218
2646,1082,3,3,7218,21654
2647,1082,6,3,32165,96495
2648,1083,2,1,38685,38685
2649,1083,14,2,35498,70996
2650,1083,7,1,24792,24792
2651,1084,16,1,3369,3369
2652,1084,14,3,35498,106494
2653,1084,12,3,4285,12855
2654,1084,6,3,32165,96495
2655,1085,13,2,37479,74958
2656,1085,10,3,15153,45459
2657,1085,12,3,4285,12855
2658,1085,7,1,24792,24792
2659,1086,11,2,1486,2972
2660,1086,12,2,4285,8570
2661,1086,16,2,3369,6738
2662,1087,10,3,15153,45459
2663,1088,8,1,34634,34634
2664,1088,2,3,38685,116055
2665,1088,8,1,34634,34634
2666,1088,13,1,37479,37479
2667,1089,14,2,35498,70996
2668,1090,5,3,650,1950
2669,1090,7,3,24792,74376
2670,1090,15,1,18482,18482
2671,1090,8,2,34634,69268
2672,1091,2,3,38685,116055
2673,1092,13,1,37479,37479
2674,1093,11,1,1486,1486
2675,1093,4,2,4502,9004
2676,1094,13,3,37479,112437
2677,1095,7,3,24792,74376
2678,1095,11,3,1486,4458
2679,1095,7,2,24792,49584
2680,1095,7,2,24792,49584
2681,1096,5,2,650,1300
2682,1097,14,1,35498,35498
2683,1097,4,2,4502,9004
2684,1097,13,1,37479,37479
2685,1097,13,3,37479,112437
2686,1098,5,2,650,1300
2687,1099,15,2,18482,36964
2688,1099,13,1,37479,37479
2689,1100,11,2,1486,2972
2690,1100,7,1,24792,24792
2691,1100,16,1,3369,3369
2692,1100,12,3,4285,12855
2693,1101,15,1,18482,18482
2694,1102,2,2,38685,77370
2695,1103,1,3,15634,46902
2696,1103,6,2,32165,64330
2697,1104,1,2,15634,31268
2698,1105,1,2,15634,31268
2699,1105,10,2,15153,30306
2700,1106,11,3,1486,4458
2701,1106,6,3,32165,96495
2702,1106,10,3,15153,45459
2703,1107,2,2,38685,77370
2704,1107,2,1,38685,38685
2705,1107,14,2,35498,70996
2706,1107,9,1,25644,25644
2707,1108,7,2,24792,49584
2708,1109,13,3,37479,112437
2709,1109,1,3,15634,46902
2710,1110,12,1,4285,4285
2711,1111,13,2,37479,74958
2712,1111,12,1,4285,4285
2713,1112,15,3,18482,55446
2714,1112,9,2,25644,51288
2715,1113,12,2,4285,8570
2716,1114,2,2,38685,77370
2717,1115,14,2,35498,70996
2718,1116,5,2,650,1300
2719,1116,3,2,7218,14436
2720,1116,2,1,38685,38685
2721,1117,5,3,650,1950
2722,1117,5,3,650,1950
2723,1117,8,2,34634,69268
2724,1118,5,3,650,1950
2725,1118,8,2,34634,69268
2726,1118,5,1,650,650
2727,1119,11,1,1486,1486
2728,1119,6,1,32165,32165
2729,1119,12,1,4285,4285
2730,1120,16,1,3369,3369
2731,1120,12,1,4285,4285
2732,1120,1,2,15634,31268
2733,1120,1,1,15634,15634
2734,1121,6,2,32165,64330
2735,1121,11,1,1486,1486
2736,1121,11,1,1486,1486
2737,1121,3,3,7218,21654
2738,1122,1,3,15634,46902
2739,1122,4,1,4502,4502
2740,1122,3,3,7218,21654
2741,1123,13,3,37479,112437
2742,1123,15,2,18482,36964
2743,1123,16,2,3369,6738
2744,1124,8,2,34634,69268
2745,1125,13,1,37479,37479
2746,1126,15,3,18482,55446
2747,1127,7,3,24792,74376
2748,1127,6,1,32165,32165
2749,1127,6,1,32165,32165
2750,1127,15,1,18482,18482
2751,1128,3,3,7218,21654
2752,1128,16,3,3369,10107
2753,1128,6,1,32165,32165
2754,1129,1,1,15634,15634
2755,1129,5,3,650,1950
2756,1129,11,3,1486,4458
2757,1129,16,1,3369,3369
2758,1130,2,1,38685,38685
2759,1130,16,3,3369,10107
2760,1130,11,3,1486,4458
2761,1130,15,3,18482,55446
2762,1131,5,3,650,1950
2763,1131,13,2,37479,74958
2764,1132,13,1,37479,37479
2765,1133,6,3,32165,96495
2766,1133,3,3,7218,21654
2767,1133,9,2,25644,51288
2768,1134,11,3,1486,4458
2769,1134,2,1,38685,38685
2770,1135,16,2,3369,6738
2771,1135,3,3,7218,21654
2772,1135,1,1,15634,15634
2773,1136,8,1,34634,34634
2774,1137,15,3,18482,55446
2775,1137,10,3,15153,45459
2776,1137,2,1,38685,38685
2777,1137,8,2,34634,69268
2778,1138,14,2,35498,70996
2779,1139,15,1,18482,18482
2780,1139,4,1,4502,4502
2781,1140,13,1,37479,37479
2782,1140,6,2,32165,64330
2783,1141,16,3,3369,10107
2784,1141,11,2,1486,2972
2785,1141,8,3,34634,103902
2786,1141,3,2,7218,14436
2787,1142,6,3,32165,96495
2788,1142,8,2,34634,69268
2789,1142,5,1,650,650
2790,1142,12,1,4285,4285
2791,1143,15,1,18482,18482
2792,1143,9,2,25644,51288
2793,1144,16,3,3369,10107
2794,1144,16,2,3369,6738
2795,1144,16,3,3369,10107
2796,1145,7,3,24792,74376
2797,1145,12,2,4285,8570
2798,1145,12,1,4285,4285
2799,1145,8,3,34634,103902
2800,1146,6,1,32165,32165
2801,1146,1,3,15634,46902
2802,1146,4,3,4502,13506
2803,1147,3,1,7218,7218
2804,1147,4,2,4502,9004
2805,1147,8,2,34634,69268
2806,1148,16,2,3369,6738
2807,1148,3,2,7218,14436
2808,1148,15,3,18482,55446
2809,1149,11,1,1486,1486
2810,1149,1,1,15634,15634
2811,1149,7,1,24792,24792
2812,1149,12,2,4285,8570
2813,1150,7,2,24792,49584
2814,1150,2,2,38685,77370
2815,1151,15,1,18482,18482
2816,1152,12,2,4285,8570
2817,1152,15,3,18482,55446
2818,1152,10,1,15153,15153
2819,1152,4,1,4502,4502
2820,1153,2,1,38685,38685
2821,1153,16,2,3369,6738
2822,1153,14,2,35498,70996
2823,1154,9,1,25644,25644
2824,1154,15,2,18482,36964
2825,1155,6,3,32165,96495
2826,1155,11,3,1486,4458
2827,1155,3,1,7218,7218
2828,1156,14,1,35498,35498
2829,1156,2,3,38685,116055
2830,1156,9,2,25644,51288
2831,1157,8,2,34634,69268
2832,1157,10,2,15153,30306
2833,1158,5,2,650,1300
2834,1158,8,1,34634,34634
2835,1159,9,3,25644,76932
2836,1159,9,2,25644,51288
2837,1159,10,1,15153,15153
2838,1160,1,1,15634,15634
2839,1160,9,2,25644,51288
2840,1160,1,1,15634,15634
2841,1161,16,2,3369,6738
2842,1161,10,2,15153,30306
2843,1161,10,1,15153,15153
2844,1162,13,1,37479,37479
2845,1162,9,3,25644,76932
2846,1162,15,1,18482,18482
2847,1163,8,1,34634,34634
2848,1164,4,3,4502,13506
2849,1165,13,2,37479,74958
2850,1165,10,1,15153,15153
2851,1165,6,1,32165,32165
2852,1166,12,2,4285,8570
2853,1167,10,3,15153,45459
2854,1167,4,2,4502,9004
2855,1168,5,1,650,650
2856,1169,8,1,34634,34634
2857,1169,7,1,24792,24792
2858,1170,6,1,32165,32165
2859,1170,16,3,3369,10107
2860,1170,16,3,3369,10107
2861,1170,5,2,650,1300
2862,1171,4,1,4502,4502
2863,1172,8,1,34634,34634
2864,1172,15,1,18482,18482
2865,1172,2,3,38685,116055
2866,1173,2,1,38685,38685
2867,1174,4,3,4502,13506
2868,1175,6,2,32165,64330
2869,1175,12,1,4285,4285
2870,1175,3,3,7218,21654
2871,1176,4,3,4502,13506
2872,1177,11,3,1486,4458
2873,1178,11,3,1486,4458
2874,1178,12,1,4285,4285
2875,1178,6,3,32165,96495
2876,1178,4,2,4502,9004
2877,1179,11,2,1486,2972
2878,1179,10,2,15153,30306
2879,1180,4,2,4502,9004
2880,1180,13,3,37479,112437
2881,1180,13,1,37479,37479
2882,1180,14,1,35498,35498
2883,1181,7,1,24792,24792
2884,1181,16,3,3369,10107
2885,1181,6,3,32165,96495
2886,1181,3,1,7218,7218
2887,1182,9,3,25644,76932
2888,1182,2,3,38685,116055
2889,1182,5,1,650,650
2890,1182,7,3,24792,74376
2891,1183,14,3,35498,106494
2892,1184,8,2,34634,69268
2893,1184,12,2,4285,8570
2894,1184,11,1,1486,1486
2895,1184,6,2,32165,64330
2896,1185,11,2,1486,2972
2897,1185,9,2,25644,51288
2898,1185,16,2,3369,6738
2899,1186,13,1,37479,37479
2900,1186,13,2,37479,74958
2901,1186,10,2,15153,30306
2902,1186,10,2,15153,30306
2903,1187,8,3,34634,103902
2904,1188,2,2,38685,77370
2905,1189,13,2,37479,74958
2906,1190,4,3,4502,13506
2907,1191,14,1,35498,35498
2908,1191,9,3,25644,76932
2909,1191,3,3,7218,21654
2910,1192,6,3,32165,96495
2911,1193,9,1,25644,25644
2912,1194,11,2,1486,2972
2913,1194,2,1,38685,38685
2914,1194,3,3,7218,21654
2915,1195,5,2,650,1300
2916,1196,11,3,1486,4458
2917,1196,14,3,35498,106494
2918,1197,13,3,37479,112437
2919,1197,1,1,15634,15634
2920,1197,15,1,18482,18482
2921,1198,1,3,15634,46902
2922,1199,14,3,35498,106494
2923,1199,8,1,34634,34634
2924,1199,5,2,650,1300
2925,1199,12,1,4285,4285
2926,1200,12,1,4285,4285
2927,1201,13,3,37479,112437
2928,1201,7,1,24792,24792
2929,1201,5,2,650,1300
2930,1202,3,3,7218,21654
2931,1202,11,2,1486,2972
2932,1203,1,2,15634,31268
2933,1203,16,1,3369,3369
2934,1203,1,1,15634,15634
2935,1204,4,2,4502,9004
2936,1204,3,3,7218,21654
2937,1204,13,2,37479,74958
2938,1205,2,1,38685,38685
2939,1205,16,2,3369,6738
2940,1206,8,2,34634,69268
2941,1206,6,3,32165,96495
2942,1206,7,3,24792,74376
2943,1207,6,3,32165,96495
2944,1207,4,3,4502,13506
2945,1207,8,2,34634,69268
2946,1208,16,2,3369,6738
2947,1208,6,2,32165,64330
2948,1209,10,3,15153,45459
2949,1210,1,3,15634,46902
2950,1210,14,3,35498,106494
2951,1210,14,1,35498,35498
2952,1211,4,1,4502,4502
2953,1211,8,1,34634,34634
2954,1211,16,1,3369,3369
2955,1211,16,1,3369,3369
2956,1212,1,1,15634,15634
2957,1212,5,3,650,1950
2958,1212,10,2,15153,30306
2959,1213,16,1,3369,3369
2960,1213,3,2,7218,14436
2961,1213,15,1,18482,18482
2962,1214,9,3,25644,76932
2963,1214,2,1,38685,38685
2964,1214,7,3,24792,74376
2965,1215,12,1,4285,4285
2966,1215,15,3,18482,55446
2967,1215,9,3,25644,76932
2968,1215,6,3,32165,96495
2969,1216,1,3,15634,46902
2970,1216,9,3,25644,76932
2971,1217,1,3,15634,46902
2972,1218,12,1,4285,4285
2973,1218,10,3,15153,45459
2974,1218,9,1,25644,25644
2975,1218,6,2,32165,64330
2976,1219,1,3,15634,46902
2977,1219,9,3,25644,76932
2978,1220,13,3,37479,112437
2979,1220,14,1,35498,35498
2980,1221,13,1,37479,37479
2981,1221,15,1,18482,18482
2982,1222,13,3,37479,112437
2983,1222,11,1,1486,1486
2984,1222,7,2,24792,49584
2985,1223,15,1,18482,18482
2986,1224,8,3,34634,103902
2987,1224,6,2,32165,64330
2988,1224,2,3,38685,116055
2989,1224,3,2,7218,14436
2990,1225,3,1,7218,7218
2991,1225,9,3,25644,76932
2992,1225,7,3,24792,74376
2993,1226,7,1,24792,24792
2994,1226,15,1,18482,18482
2995,1226,13,3,37479,112437
2996,1226,5,3,650,1950
2997,1227,11,2,1486,2972
2998,1228,8,1,34634,34634
2999,1228,13,3,37479,112437
3000,1228,11,3,1486,4458
3001,1228,3,3,7218,21654
3002,1229,15,2,18482,36964
3003,1229,14,3,35498,106494
3004,1229,10,1,15153,15153
3005,1229,5,3,650,1950
3006,1230,10,2,15153,30306
